"Tên tệp","Thư mục vừa xếp","Nội dung nhìn thấy","Địa chỉ xem","Dung lượng (byte)"
"61wh-B8lsXL.jpg","Sản phẩm / Chưa rõ hãng","người mẫu nam mặc quần jean bảo hộ màu đen","http://localhost:3000/media/wp-uploads/2024/03/61wh-B8lsXL.jpg","106064"
"62eebe03-099e-4f38-b4eb-4ac7be03c454.jpg","Sản phẩm / Chưa rõ hãng","ảnh hướng dẫn năm bước thay quai mũ bảo hiểm","http://localhost:3000/media/wp-uploads/2026/05/62eebe03-099e-4f38-b4eb-4ac7be03c454.jpg","63250"
"638116483746670000-2.jpeg","Sản phẩm / TAICHI","ảnh sản phẩm mũ trùm đầu TAICHI RSX158","http://localhost:3000/media/wp-uploads/2024/07/638116483746670000-2.jpeg","85700"
"6b2cecc59d7a63243a6b.jpg","Ảnh minh hoạ","người biểu diễn bốc đầu mô tô","http://localhost:3000/media/wp-uploads/2020/11/6b2cecc59d7a63243a6b.jpg","145252"
"7_000000000497.jpg","Sản phẩm / KOMINE","ảnh mô tả hai cách sử dụng balo KOMINE màu đen","http://localhost:3000/media/wp-uploads/2024/10/7_000000000497.jpg","322519"
"7_000000009189-1.jpg","Sản phẩm / Chưa rõ hãng","quần dài màu xanh nhạt","http://localhost:3000/media/wp-uploads/2024/04/7_000000009189-1.jpg","24454"
"7_000000009362.jpg","Sản phẩm / Chưa rõ hãng","ảnh cận cảnh túi quần bảo hộ màu đen","http://localhost:3000/media/wp-uploads/2025/04/7_000000009362.jpg","81612"
"7_Compass_Dry_Tecno_sleeve-500x750-1.jpg","Sản phẩm / SPYKE","cận cảnh tay áo bộ đồ bảo hộ SPYKE","http://localhost:3000/media/wp-uploads/2024/03/7_Compass_Dry_Tecno_sleeve-500x750-1.jpg","60545"
"7.png","Sản phẩm / Chưa rõ hãng","mũ bảo hiểm fullface màu đen nhìn nghiêng","http://localhost:3000/media/wp-uploads/2026/04/7.png","53428"
"711rSj4aZML-1.jpg","Sản phẩm / TAICHI","cận cảnh chất liệu sợi carbon TAICHI","http://localhost:3000/media/wp-uploads/2024/07/711rSj4aZML-1.jpg","143913"
"713Pm531ROL._AC_SL1500_.jpg","Sản phẩm / ILM","ảnh thông số áo khoác lưới ILM màu đỏ đen","http://localhost:3000/media/wp-uploads/2025/09/713Pm531ROL._AC_SL1500_.jpg","158429"
"71BS-tcwJML._AC_SL1500_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số vị trí gắn camera và đèn trên mũ","http://localhost:3000/media/migration/wordpress/b9/b9395ba1c80b4938e9997d370fca785f1ce5ad68d235d6154ec6d3c75776a702/71BS-tcwJML._AC_SL1500_.jpg","123721"
"71CLndzJML._AC_SL1500_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số túi chống mưa lớn không rõ hãng","http://localhost:3000/media/migration/wordpress/c7/c789567481429dea61db4a30c71f37b139a1cabb98a08f61fb0ce6421fe7beb7/71CLndzJML._AC_SL1500_.jpg","202414"
"71dZ3vWdW0L._AC_SY695_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số đế cao su giày bảo hộ","http://localhost:3000/media/wp-uploads/2025/09/71dZ3vWdW0L._AC_SY695_.jpg","70276"
"71EPUCJF7pL._AC_SL1500_.jpg","Sản phẩm / ILM","ảnh thông số túi yên mô tô ILM 24 lít","http://localhost:3000/media/migration/wordpress/c2/c274537afc6dd6bb154ccbdf794517ba1de4f44a6eeb37e04edd1cfb0c4984b2/71EPUCJF7pL._AC_SL1500_.jpg","135963"
"71FtLaYsSCL._AC_SY695_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số giày da cổ cao hai khóa","http://localhost:3000/media/wp-uploads/2025/09/71FtLaYsSCL._AC_SY695_.jpg","60486"
"71hzUpfY6AL._AC_SL1500_.jpg","Sản phẩm / ILM","ảnh thông số áo khoác bảo hộ ILM đỏ đen","http://localhost:3000/media/wp-uploads/2025/09/71hzUpfY6AL._AC_SL1500_.jpg","190405"
"71jQ-ldgHsL._AC_SL1500_.jpg","Sản phẩm / ILM","ảnh thông số túi yên xe máy ILM","http://localhost:3000/media/migration/wordpress/eb/ebcdc43fca5e72f03b4157d1a53dfca126cf9c38271cc84896c7442c635e6740/71jQ-ldgHsL._AC_SL1500_.jpg","115260"
"71LktCuF5pL._AC_SX466_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số độ thoáng khí của áo khoác","http://localhost:3000/media/wp-uploads/2025/09/71LktCuF5pL._AC_SX466_.jpg","53206"
"71ml2tT9fNL._AC_SY695_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số khóa kéo và khóa kim loại của ủng","http://localhost:3000/media/wp-uploads/2025/09/71ml2tT9fNL._AC_SY695_.jpg","72178"
"71OfBVHfeJL._AC_SL1200_-1.jpg","Sản phẩm / Chưa rõ hãng","người mẫu đeo túi hông với trang phục thường ngày","http://localhost:3000/media/migration/wordpress/34/34cc16665f719e4b3908682144bb771b96bcba94b5b8564e0a6806bfa1769888/71OfBVHfeJL._AC_SL1200_-1.jpg","93237"
"71pp9wYNiL._AC_SY695_.jpg","Sản phẩm / Chưa rõ hãng","người đi mô tô mang ủng bảo hộ màu đen không rõ hãng","http://localhost:3000/media/wp-uploads/2025/09/71pp9wYNiL._AC_SY695_.jpg","68165"
"71rAC9MKLjL._AC_SY695_.jpg","Sản phẩm / Chưa rõ hãng","bảng hướng dẫn đo và chọn cỡ giày không rõ hãng","http://localhost:3000/media/wp-uploads/2025/09/71rAC9MKLjL._AC_SY695_.jpg","67712"
"71uExVZOvsL._AC_SL1200_-1.jpg","Ảnh minh hoạ","người mẫu nữ mặc đồ bảo hộ họa tiết xanh","http://localhost:3000/media/migration/wordpress/d5/d5b0da19fbb917a5537e1dc5238063434261f6e54ac71352d4f53da136ea2edb/71uExVZOvsL._AC_SL1200_-1.jpg","113187"
"71uiGY5WH5L-1.jpg","Sản phẩm / Chưa rõ hãng","chi tiết đường may vải họa tiết carbon","http://localhost:3000/media/wp-uploads/2024/07/71uiGY5WH5L-1.jpg","172304"
"71UzOBtwzRL._AC_SL1500_.jpg","Sản phẩm / Chưa rõ hãng","ảnh mô tả lớp cách nhiệt của túi gắn xe","http://localhost:3000/media/migration/wordpress/ba/ba53f716e3f90461eb62def1bfe3fa30d258e40378c24f5e39e80d390376391a/71UzOBtwzRL._AC_SL1500_.jpg","180632"
"71xtU6EuKcL._AC_SL1500_.jpg","Sản phẩm / ILM","ảnh thông số khóa loa và lớp lót mũ ILM","http://localhost:3000/media/migration/wordpress/ea/ea13e1c73fa0e5cf89e200dde975e7af250f6698e940934f145ce6745ee330b3/71xtU6EuKcL._AC_SL1500_.jpg","142908"
"71yx0Cg-HqL._AC_SX466_.jpg","Sản phẩm / ILM","ảnh thông số các túi chứa đồ trên áo bảo hộ ILM","http://localhost:3000/media/wp-uploads/2025/09/71yx0Cg-HqL._AC_SX466_.jpg","40933"
"7KP3dyD5gdonBvzoOFPb2xIj8B7uxH.jpeg","Sản phẩm / ILM","đôi giày bảo hộ ILM màu đen đặt trên hộp","http://localhost:3000/media/wp-uploads/2025/09/7KP3dyD5gdonBvzoOFPb2xIj8B7uxH.jpeg","193448"
"8_000000009189-1.jpg","Sản phẩm / Chưa rõ hãng","ảnh cận cảnh túi quần jean bảo hộ","http://localhost:3000/media/wp-uploads/2024/04/8_000000009189-1.jpg","232919"
"8_000000009362.jpg","Sản phẩm / Chưa rõ hãng","chi tiết ống quần bảo hộ có khóa kéo","http://localhost:3000/media/wp-uploads/2025/04/8_000000009362.jpg","62038"
"8.png","Sản phẩm / AGV","mũ bảo hiểm fullface AGV màu trắng","http://localhost:3000/media/wp-uploads/2026/04/8.png","59349"
"81-w0ZObf9L._AC_SY695_.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số lớp da chống mài mòn trên quần bảo hộ","http://localhost:3000/media/wp-uploads/2025/09/81-w0ZObf9L._AC_SY695_.jpg","73872"
"82558518_3348560991882334_7106662697114009600_n-1.jpg","Sản phẩm / LS2","mũ bảo hiểm cả đầu LS2 xanh đen","http://localhost:3000/media/wp-uploads/2020/10/82558518_3348560991882334_7106662697114009600_n-1.jpg","27728"
"8ae47b275cfd0da0ea17dd546159ffd4.webp","Sản phẩm / Chưa rõ hãng","quần jean bảo hộ","http://localhost:3000/media/uploads/eb118309-e873-4ccb-a408-83ea52a138f8/8ae47b275cfd0da0ea17dd546159ffd4.webp","118568"
"9_000000009189-1.jpg","Sản phẩm / Chưa rõ hãng","cận cảnh cạp quần jean màu xanh nhạt","http://localhost:3000/media/wp-uploads/2024/04/9_000000009189-1.jpg","243021"
"9.png","Sản phẩm / Chưa rõ hãng","mũ bảo hiểm cả đầu màu trắng không rõ hãng","http://localhost:3000/media/wp-uploads/2026/04/9.png","47584"
"a-01.jpg","Sản phẩm / Chưa rõ hãng","áo khoác bảo hộ màu đen đỏ","http://localhost:3000/media/migration/wordpress/08/08f1f68cd979d49e83ce0de494e141d18e412ee5650772561b35a32bf5e92e48/a-01.jpg","3939"
"a-01.png","Sản phẩm / Chưa rõ hãng","áo khoác bảo hộ Alpinestars đen đỏ","http://localhost:3000/media/migration/wordpress/b1/b155d2e3baa482a4413f08c08268e704726c57429067a55fb2723f89cd40b942/a-01.png","400650"
"a-02.jpg","Sản phẩm / Chưa rõ hãng","ảnh thu nhỏ áo khoác bảo hộ màu đen không rõ hãng","http://localhost:3000/media/migration/wordpress/25/25263b96dc92d1895366ddf3827868660f51df0a0ee2c037f9a5a52a962d34f8/a-02.jpg","2799"
"a-02.png","Sản phẩm / Chưa rõ hãng","áo khoác bảo hộ Alpinestars màu đen","http://localhost:3000/media/migration/wordpress/d4/d4c0422c2de8827dbbfcf48967e5013fe704e9e9d66031ba3391232c59ca2811/a-02.png","391580"
"a117a7de597eb1533cc262686fa6094cL_TM.jpg","Sản phẩm / Chưa rõ hãng","bộ giáp bảo hộ màu vàng","http://localhost:3000/media/wp-uploads/2025/05/a117a7de597eb1533cc262686fa6094cL_TM.jpg","37258"
"a5IljwFiI3o1xWFgSTSp2PNbWVeRC1.jpeg","Sản phẩm / Chưa rõ hãng","ảnh mô tả lớp da bảo vệ vùng cần số của giày mô tô","http://localhost:3000/media/wp-uploads/2025/09/a5IljwFiI3o1xWFgSTSp2PNbWVeRC1.jpeg","146510"
"abd143bce28843f089897a4ae55f3221_fccfdd01539443d08173fe374ecce64b_master.webp","Sản phẩm / ROK Straps","bộ dây chằng hành lý ROK Straps trong bao bì","http://localhost:3000/media/wp-uploads/2024/10/abd143bce28843f089897a4ae55f3221_fccfdd01539443d08173fe374ecce64b_master.webp","24882"
"about-service-1.png","Thương hiệu","biểu tượng viên kim cương màu trắng","http://localhost:3000/media/uploads/seed/about-service-1.png","1141"
"about-service-2.png","Chưa phân loại","ảnh biểu tượng biểu đồ không có nội dung nhận diện","http://localhost:3000/media/uploads/seed/about-service-2.png","944"
"about-service-3.png","Ảnh minh hoạ","biểu tượng đang tải màu đỏ đen","http://localhost:3000/media/uploads/seed/about-service-3.png","1203"
"about-service-4.png","Ảnh minh hoạ","biểu tượng vương miện màu đen","http://localhost:3000/media/uploads/seed/about-service-4.png","1386"
"about-service-5.png","Chưa phân loại","biểu tượng sóng âm không đủ ngữ cảnh","http://localhost:3000/media/uploads/seed/about-service-5.png","944"
"ac3e5bf3-12b0-402f-88ff-02a4d8d9bd1e-1.png","Sản phẩm / Chưa rõ hãng","ảnh thông số sáu bóng giảm chấn của giá đỡ","http://localhost:3000/media/wp-uploads/2026/05/ac3e5bf3-12b0-402f-88ff-02a4d8d9bd1e-1.png","1163578"
"ac3e5bf3-12b0-402f-88ff-02a4d8d9bd1e.png","Sản phẩm / KEWIG","ảnh mô tả cụm bi giảm chấn của giá đỡ điện thoại KEWIG","http://localhost:3000/media/wp-uploads/2026/05/ac3e5bf3-12b0-402f-88ff-02a4d8d9bd1e.png","408323"
"ad01f05f7202855cdc13-01.png","Sản phẩm / Chưa rõ hãng","đôi giày bảo hộ cổ cao màu đen","http://localhost:3000/media/migration/wordpress/7c/7cdad9ba224e178a5cf33b39ecacbe49e9c5ed06b70aecb7239c88d636a64747/ad01f05f7202855cdc13-01.png","242391"
"ad01f05f7202855cdc13-02.png","Sản phẩm / Chưa rõ hãng","đôi giày mô tô cổ cao màu nâu nhìn phía sau","http://localhost:3000/media/migration/wordpress/93/93414078d9f5383970ed02bab71d87d5cc0883f65661bdd5db4583cce735e9f8/ad01f05f7202855cdc13-02.png","231963"
"ad01f05f7202855cdc13-03.png","Sản phẩm / Chưa rõ hãng","đôi ủng bảo hộ màu nâu không rõ hãng","http://localhost:3000/media/migration/wordpress/03/0385ee7f3cda1f53a71ba5b5b8b01cd69ae23d0b14a2ae2bfa257f9a7a5d6e3c/ad01f05f7202855cdc13-03.png","230479"
"ad01f05f7202855cdc13-04.jpg","Sản phẩm / Chưa rõ hãng","đôi giày mô tô cổ thấp ảnh kích thước rất nhỏ","http://localhost:3000/media/migration/wordpress/37/37509c635bdaa34a465cbc8e638fe303c1cb842988e58140fadf5c379a939395/ad01f05f7202855cdc13-04.jpg","1405"
"ad01f05f7202855cdc13-04.png","Sản phẩm / Chưa rõ hãng","đôi giày bảo hộ cổ cao màu đen","http://localhost:3000/media/migration/wordpress/8d/8daaab204aafee7612d3ef37ff8a76d8f4ef17f5fb8de3d92fe8ec24d4052a81/ad01f05f7202855cdc13-04.png","104386"
"ad01f05f7202855cdc13-05.png","Sản phẩm / Chưa rõ hãng","đôi giày cổ cao màu nâu không rõ hãng","http://localhost:3000/media/migration/wordpress/cb/cb9b022d7f2bd7023b938d8bd71407a6d3190b5bca4acdd6c1852e39b04be4e4/ad01f05f7202855cdc13-05.png","248694"
"ad01f05f7202855cdc13-06.jpg","Sản phẩm / Chưa rõ hãng","ảnh thu nhỏ đôi giày bảo hộ màu nâu","http://localhost:3000/media/migration/wordpress/2e/2ecaba18c558b92204c92b40944f49af39aba31825ff50a3629810d89fad5419/ad01f05f7202855cdc13-06.jpg","1425"
"ad01f05f7202855cdc13-06.png","Sản phẩm / Chưa rõ hãng","đôi giày mô tô cổ cao màu nâu","http://localhost:3000/media/migration/wordpress/83/83fefd00b2ea5d028b823416592ebc17c44613d1a4c66c39ef00087cf0ed4e06/ad01f05f7202855cdc13-06.png","305372"
"ad01f05f7202855cdc13-07.png","Sản phẩm / Chưa rõ hãng","đôi giày bảo hộ cổ cao màu đen","http://localhost:3000/media/migration/wordpress/79/79ffe5225e280ec87529d166ceb069bf8063b0dcda59203839c9c2406f855081/ad01f05f7202855cdc13-07.png","291035"
"adv.png","Sản phẩm / TAICHI","túi đeo chân TAICHI màu đen","http://localhost:3000/media/wp-uploads/2024/10/adv.png","43938"
"agv.jpg","Thương hiệu","logo AGV","http://localhost:3000/media/wp-uploads/2020/10/agv.jpg","5444"
"AIRY-LADY-mat-sau-mau-xam.jpg","Sản phẩm / LS2","áo khoác bảo hộ LS2 màu trắng đen nhìn phía sau","http://localhost:3000/media/wp-uploads/2024/01/AIRY-LADY-mat-sau-mau-xam.jpg","72754"
"Alba-man-black-front.jpg","Sản phẩm / LS2","áo khoác bảo hộ LS2 màu đen đỏ","http://localhost:3000/media/wp-uploads/2020/06/Alba-man-black-front.jpg","381256"
"Alba-man-dark-grey-front.jpg","Sản phẩm / LS2","áo khoác bảo hộ LS2 xám đen","http://localhost:3000/media/wp-uploads/2020/06/Alba-man-dark-grey-front.jpg","413435"
"alpinestar-smx-1-air_background.jpg","Ảnh minh hoạ","mô tô dựng trên bãi cỏ ảnh đen trắng","http://localhost:3000/media/wp-uploads/2020/06/alpinestar-smx-1-air_background.jpg","25892"
"alpinestars_missile_tech_air_compatible_1pc-08_2.jpg","Sản phẩm / Chưa rõ hãng","bộ đồ liền thân Alpinestars đỏ vàng trắng","http://localhost:3000/media/wp-uploads/2020/08/alpinestars_missile_tech_air_compatible_1pc-08_2.jpg","84075"
"ao_bao_ho_taichi_rsj710_red.jpeg","Sản phẩm / TAICHI","người mặc áo khoác bảo hộ TAICHI đen đỏ","http://localhost:3000/media/wp-uploads/2020/06/ao_bao_ho_taichi_rsj710_red.jpeg","165881"
"ao-bao-ho-cho-nu-ao-giap-ls2-airy-lady.webp","Sản phẩm / LS2","áo khoác bảo hộ nữ LS2 màu trắng đen","http://localhost:3000/media/uploads/196e637f-db2e-43a9-a1eb-935342d86126/ao-bao-ho-cho-nu-ao-giap-ls2-airy-lady.webp","289024"
"Ao-bao-ho-di-mo-to-xe-may-phuot-RS-TAICHI-RSJ339-MILES-AIR-06-1.jpg","Sản phẩm / Chưa rõ hãng","áo khoác bảo hộ màu nâu nhìn từ sau","http://localhost:3000/media/migration/wordpress/c3/c37ad244edebcfb46102a50943fb0ce13c1e24039510dfad595b7bbf45f94c18/Ao-bao-ho-di-mo-to-xe-may-phuot-RS-TAICHI-RSJ339-MILES-AIR-06-1.jpg","98669"
"Ao-bao-ho-di-mo-to-xe-may-phuot-RS-TAICHI-RSJ339-MILES-AIR-07-1.jpg","Sản phẩm / Chưa rõ hãng","ảnh thu nhỏ áo khoác màu kaki","http://localhost:3000/media/migration/wordpress/4a/4aaf1bb24c508038ceefee78ca700804ec11a4be79ab01b287bb020e5ddeb902/Ao-bao-ho-di-mo-to-xe-may-phuot-RS-TAICHI-RSJ339-MILES-AIR-07-1.jpg","3828"
"Ao-bao-ho-di-mo-to-xe-may-phuot-RS-TAICHI-RSJ339-MILES-AIR-07.jpg","Sản phẩm / TAICHI","áo khoác kiểu sơ mi TAICHI màu kaki","http://localhost:3000/media/migration/wordpress/57/57a6ea9321a05758362a3ca61ca1ba3c9f1aa27567472fde435050c7d88cc0bc/Ao-bao-ho-di-mo-to-xe-may-phuot-RS-TAICHI-RSJ339-MILES-AIR-07.jpg","94354"
"ao-bao-ho-giap-phuot-Taichi-RSJ340-02.jpg","Sản phẩm / TAICHI","áo khoác bảo hộ TAICHI màu đen","http://localhost:3000/media/wp-uploads/2022/05/ao-bao-ho-giap-phuot-Taichi-RSJ340-02.jpg","205587"
"ao-bao-ho-giap-phuot-Taichi-RSJ340-03.jpg","Sản phẩm / TAICHI","áo khoác TAICHI màu kaki đen","http://localhost:3000/media/wp-uploads/2022/05/ao-bao-ho-giap-phuot-Taichi-RSJ340-03.jpg","239596"
"ao-bao-ho-giap-phuot-Taichi-RSJ340-04.jpg","Sản phẩm / TAICHI","áo khoác bảo hộ TAICHI màu đen","http://localhost:3000/media/wp-uploads/2022/05/ao-bao-ho-giap-phuot-Taichi-RSJ340-04.jpg","221613"
"ao-bao-ho-giap-phuot-Taichi-RSJ340-05.jpg","Sản phẩm / TAICHI","áo khoác bảo hộ TAICHI màu đen nhìn phía sau","http://localhost:3000/media/wp-uploads/2022/05/ao-bao-ho-giap-phuot-Taichi-RSJ340-05.jpg","248037"
"ao-bao-ho-komine-jk173-red.jpg","Sản phẩm / Chưa rõ hãng","ảnh cận cảnh lớp lưới và nút logo trên đồ bảo hộ","http://localhost:3000/media/wp-uploads/2024/04/ao-bao-ho-komine-jk173-red.jpg","124320"
"ao-bao-ho-komine-jk173-red1.jpg","Sản phẩm / Chưa rõ hãng","cận cảnh ống tay áo bảo hộ màu đen","http://localhost:3000/media/wp-uploads/2024/04/ao-bao-ho-komine-jk173-red1.jpg","90521"
"ao-bao-ho-komine-jk173-red2.jpg","Sản phẩm / Chưa rõ hãng","chi tiết vải lưới màu đen có nhãn chữ R","http://localhost:3000/media/wp-uploads/2024/04/ao-bao-ho-komine-jk173-red2.jpg","208419"
"ao-bao-ho-komine-jk173-red3.jpg","Sản phẩm / KOMINE","ảnh cận cảnh lưng balo KOMINE màu đen","http://localhost:3000/media/wp-uploads/2024/04/ao-bao-ho-komine-jk173-red3.jpg","303719"
"ao-bao-ho-komine-jk173-red4.jpg","Sản phẩm / Chưa rõ hãng","ảnh thông số mảng phản quang trên áo khoác đen","http://localhost:3000/media/wp-uploads/2024/04/ao-bao-ho-komine-jk173-red4.jpg","26557"
"ao-bao-ho-komine-jk173-red5.jpg","Sản phẩm / KOMINE","áo khoác bảo hộ KOMINE kèm các tấm giáp","http://localhost:3000/media/wp-uploads/2024/04/ao-bao-ho-komine-jk173-red5.jpg","138058"
"ao-bao-ho-ls2-alba-01.jpg","Sản phẩm / LS2","áo khoác lưới bảo hộ LS2 màu đen đỏ","http://localhost:3000/media/wp-uploads/2020/06/ao-bao-ho-ls2-alba-01.jpg","733397"
"ao-bao-ho-ls2-alba-02.jpg","Sản phẩm / LS2","áo khoác LS2 màu đen nhìn từ sau","http://localhost:3000/media/wp-uploads/2020/06/ao-bao-ho-ls2-alba-02.jpg","725668"
"ao-bao-ho-ls2-alba-03.jpg","Sản phẩm / LS2","mặt sau áo khoác bảo hộ LS2 xám đen","http://localhost:3000/media/wp-uploads/2020/06/ao-bao-ho-ls2-alba-03.jpg","747602"
"ao-bao-ho-ls2-alba-04.jpg","Sản phẩm / Chưa rõ hãng","áo khoác bảo hộ màu xám đen đỏ","http://localhost:3000/media/wp-uploads/2020/06/ao-bao-ho-ls2-alba-04.jpg","748831"
"ao-bao-ho-ls2-breeze-man-mau-xam-1-rotated.jpg","Sản phẩm / LS2","người mẫu mặc áo khoác LS2 trắng đen","http://localhost:3000/media/wp-uploads/2026/06/ao-bao-ho-ls2-breeze-man-mau-xam-1-rotated.jpg","334710"
"ao-bao-ho-ls2-breeze-man-mau-xam-3-rotated.jpg","Sản phẩm / LS2","người mẫu mặc áo khoác bảo hộ LS2 trắng đen","http://localhost:3000/media/wp-uploads/2026/06/ao-bao-ho-ls2-breeze-man-mau-xam-3-rotated.jpg","258782"
"ao-bao-ho-ls2-breeze-man-mau-xam-4-rotated.jpg","Sản phẩm / LS2","người mẫu mặc áo khoác LS2 trắng đen","http://localhost:3000/media/wp-uploads/2026/06/ao-bao-ho-ls2-breeze-man-mau-xam-4-rotated.jpg","358101"
"ao-bao-ho-ls2-breeze-man-mau-xam-5-rotated.jpg","Sản phẩm / LS2","người mẫu mặc áo khoác LS2 trắng đen","http://localhost:3000/media/wp-uploads/2026/06/ao-bao-ho-ls2-breeze-man-mau-xam-5-rotated.jpg","179270"
